Date,Crop Type,Grade,Market Price,Demand,Supply,Weather Condition,Rainfall (mm),Temperature (°C),Distance to Market (km),Transport Cost,Peak Season
2024-07-28,Wheat,B,142.48690767308165,1393,1171,Clear,18.969660615431458,27.190742668135744,37.84311995589427,51.15276066711358,0
2024-07-29,Wheat,B,154.7884529253203,671,444,Cloudy,1.6726152682040984,34.49515694221786,19.074584730387052,35.06245976014489,0
2024-07-30,Wheat,A,287.8314342191405,942,1286,Clear,6.082836093193387,32.9347912211958,37.34301328093175,53.395964488828355,0
2024-07-31,Wheat,A,101.62173749108452,713,1109,Clear,9.685838249472894,24.98063107392523,40.02479089520533,20.483094308334238,0
2024-08-01,Wheat,A,237.12340629892253,735,965,Sunny,15.122488660868441,34.084906114576896,26.660460658578103,44.461928236835874,0
2024-08-02,Wheat,A,236.0035702408414,636,928,Sunny,13.558986105726504,24.750252833019232,32.04348861968944,71.83610056696557,0
2024-08-03,Wheat,B,249.9791715825745,894,1142,Sunny,9.708331856139225,33.01181009714578,11.171056362338913,54.29701967517504,0
2024-08-04,Wheat,C,153.16372416432202,865,1376,Rainy,13.140117492369685,15.224070648214905,29.10197767846332,38.07034255386618,0
2024-08-05,Wheat,A,285.501719168956,1425,1102,Cloudy,1.710463513980649,16.024566992984216,43.01867061940524,90.6050724956036,0
2024-08-06,Wheat,A,104.1682537826792,1342,1145,Clear,17.269733791365628,33.05615648677711,33.98636658961226,41.975842146371676,0
2024-08-07,Wheat,B,277.11765560394656,730,515,Rainy,1.6652552265743292,27.545306984336108,37.1667618660063,53.857746960579995,0
2024-08-08,Wheat,A,136.3719703234041,1297,863,Cloudy,6.582469307121313,16.766533664843468,32.58929994356939,28.484349917526437,0
2024-08-09,Wheat,C,136.55704815025481,866,1000,Clear,10.285883455517752,32.61257803531874,20.038127819581774,99.25251389837608,0
2024-08-10,Wheat,A,228.15717220916565,973,1270,Cloudy,9.356130099881675,32.70667886666217,13.3315358309643,52.105770704573814,0
2024-08-11,Wheat,B,243.57751409503175,801,964,Clear,17.689281713197225,18.84679326638878,37.58970576392694,87.00357464698229,0
2024-08-12,Wheat,A,164.76478209432918,1361,464,Rainy,3.98894507131208,28.3138714935861,21.966095115515877,58.51934299347054,0
2024-08-13,Wheat,A,204.27425104416835,1408,1255,Rainy,3.9909105489052332,27.0453504127068,41.856475596364355,48.40908775148109,0
2024-08-14,Wheat,A,148.61552851586305,1288,481,Clear,8.148030995739088,25.23839902351495,35.41533025204984,87.31168700772028,0
2024-08-15,Wheat,C,163.1801987162105,567,536,Rainy,10.774861027430834,31.348923527669,35.260887148539666,58.30858045401502,0
2024-08-16,Wheat,B,175.29433323998902,825,847,Clear,4.527105588973567,32.60558432412482,36.92602851117873,94.6347899805438,0
2024-08-17,Wheat,A,162.724913604354,852,1339,Clear,8.092407014199821,34.92896737967269,38.92385087478147,78.88770376008685,0
2024-08-18,Wheat,C,114.14305803563988,1435,1373,Rainy,3.8082452967952296,15.95283462911546,16.679251616821432,43.71272564548768,0
2024-08-19,Wheat,C,101.71622317395585,1499,541,Cloudy,0.34888003920141575,25.051700168453674,35.37627067143865,31.578211782345768,0
2024-08-20,Wheat,B,170.79091349774114,1035,1208,Cloudy,19.774649021476336,26.42460867251232,36.01416770555119,58.270538203304206,0
2024-08-21,Wheat,C,104.21827665255992,713,1088,Clear,9.23291001633337,31.71354875274419,27.673451934356883,91.94476936076845,0
2024-08-22,Wheat,A,259.2184126997141,1422,483,Cloudy,1.6983469344315671,24.63170608560916,37.12113714871647,58.20865942193289,0
2024-08-23,Wheat,A,134.28365964095644,556,460,Clear,5.119610502060985,32.49075182204629,14.539665887056854,20.101481425302143,0
2024-08-24,Wheat,B,298.0538080469038,575,1166,Cloudy,7.554083598892927,32.97603408701221,10.763770176848354,40.045098499588065,0
2024-08-25,Wheat,C,289.07921475238834,1024,547,Clear,8.281927738292945,16.83711386944665,48.30040226028495,64.27093321434342,0
2024-08-26,Wheat,A,283.4822994721611,794,1319,Rainy,1.2231217011476292,26.64864370712801,21.331932853596093,52.20426935010174,0
2024-08-27,Wheat,B,140.28482412962632,1458,1068,Rainy,5.048378027792109,16.053279323914683,35.55790533246932,91.2620881499946,0
2024-08-28,Wheat,A,200.91979819233683,1339,1218,Clear,10.793055264242831,32.67067696180587,47.342496753846916,91.79689877924137,0
2024-08-29,Wheat,A,285.0557090138476,1268,471,Sunny,2.617302075168666,20.12005262136384,46.43956789369507,93.71412367608204,0
2024-08-30,Wheat,B,171.7660094749852,1482,469,Clear,14.030356605238712,21.61035899800771,41.39857745739847,50.32280554089581,0
2024-08-31,Wheat,C,183.0211165106124,1039,1066,Cloudy,15.570272207382178,18.853234272530074,14.355066650395024,69.53174514538352,0
2024-09-01,Wheat,A,216.57924225612373,945,1078,Clear,12.782986940903395,24.519627872210275,16.859686668654227,78.13899034494133,0
2024-09-02,Wheat,C,156.57609821880072,880,1194,Sunny,8.098567693977097,30.259003659548288,42.360529883835966,20.101492637116294,0
2024-09-03,Wheat,B,169.5076057159227,1223,1361,Cloudy,12.157341802654484,32.827932339906084,13.353193581786735,34.28453307286419,0
2024-09-04,Wheat,A,199.14041360731426,1297,1140,Cloudy,9.614347293276214,22.365546147750266,44.894911499616775,65.35375053479095,0
2024-09-05,Wheat,C,134.68772450912428,1034,1283,Cloudy,16.537606879205725,29.96450909816495,15.139827637648867,41.13111106956939,0
2024-09-06,Wheat,A,255.5397290413221,694,576,Rainy,5.80327920141494,25.714603930286685,44.33340556899888,79.22896599792072,0
2024-09-07,Wheat,B,160.08195128431237,558,856,Clear,8.404219067356049,34.58005092281665,37.15383736328721,20.740325629010854,0
2024-09-08,Wheat,C,280.99896405599156,1459,1194,Sunny,18.268002182711804,20.822564663285664,24.139079590476534,83.34385893522806,0
2024-09-09,Wheat,B,243.712840533678,733,1171,Rainy,16.770044942430076,28.840149477320644,18.217316707307326,23.974883799191666,0
2024-09-10,Wheat,B,294.02140072213285,1405,1031,Sunny,4.209000716524414,30.37405225572985,43.90224146110563,70.0100094277205,0
2024-09-11,Wheat,C,180.41310397018196,902,959,Clear,10.478614827868192,18.04241392905492,12.460913458305637,27.122875903592973,0
2024-09-12,Wheat,B,251.79810718145984,1024,1008,Rainy,7.69676002948497,23.08730999496685,49.559134823893466,78.06490581550233,0
2024-09-13,Wheat,C,238.07492212967327,877,1158,Rainy,0.060718476534711296,20.416280841916944,17.6797401696893,68.98925405694087,0
2024-09-14,Wheat,A,235.0470310354478,1496,663,Clear,16.241637620666353,25.50795051545975,40.31570005561444,30.13585930897051,0
2024-09-15,Wheat,A,167.020118901389,817,723,Clear,2.2243000939460122,31.591814581266338,11.68265628765305,77.24517163051829,0
2024-09-16,Wheat,B,291.42308119465275,881,1132,Cloudy,7.426597683062246,22.5772389516944,35.11618615668775,39.89085903031781,0
2024-09-17,Wheat,A,145.62872431022424,995,1189,Sunny,9.626589700425443,24.068778974999383,22.454748124193916,61.06779290139607,0
2024-09-18,Wheat,B,261.71524716841657,735,1202,Clear,4.346429843253481,32.64469510275531,20.133168568329292,32.015467111019966,0
2024-09-19,Wheat,A,147.6026045366466,687,1011,Rainy,0.4874472930626661,28.172442400282545,27.41515393105127,94.5326049823671,0
2024-09-20,Wheat,A,261.40109106944277,1180,639,Clear,9.740841775674415,24.040433741038893,16.11122273907144,50.48165277174996,0
2024-09-21,Wheat,C,173.80054571098324,1069,1148,Clear,9.555840634261923,34.40254497429202,24.43671688798736,78.89168517311592,0
2024-09-22,Wheat,C,289.8393173128421,1464,854,Rainy,2.682481000765524,21.62417994166988,24.059303218236412,23.447893173925713,0
2024-09-23,Wheat,B,229.2886402696827,875,1019,Rainy,16.293417584195673,20.893764504965638,31.569206696700675,67.78364276737122,0
2024-09-24,Wheat,B,131.93932842846695,906,1126,Cloudy,11.80215948978055,16.148376765939908,48.3255959505592,51.92739994775843,0
2024-09-25,Wheat,C,151.7121144227165,638,890,Clear,14.043794704704036,19.933051486346535,48.6928072235228,76.6047999017271,0
2024-09-26,Wheat,B,163.16654162082352,1330,505,Rainy,8.800156501075465,31.868489962202858,31.880171750680866,83.40553244553502,0
2024-09-27,Wheat,C,268.57996303646496,1204,1325,Rainy,18.949382065985787,22.04286833356346,40.84365051925482,36.006498982416176,0
2024-09-28,Wheat,B,269.2048071505893,783,1147,Sunny,15.634112475890419,22.01255170352572,23.682110575844707,20.932592841844748,0
2024-09-29,Wheat,A,192.20320724653357,1235,850,Rainy,17.251405140900648,20.712479421897786,35.5198613854641,73.10440926316153,0
2024-09-30,Wheat,A,230.26718720593638,608,645,Cloudy,16.53510359741004,32.5837753594317,18.405884488118488,25.640764369883158,0
2024-10-01,Wheat,B,235.4886756421866,1470,1339,Rainy,12.166647560932905,17.201198374607937,39.21633365854993,86.02368203550397,1
2024-10-02,Wheat,B,241.112869860086,714,1191,Clear,15.53310022651377,28.242898912465876,27.251105388438376,38.967693466522306,1
2024-10-03,Wheat,C,239.6332333415354,1352,890,Clear,14.340026091445953,31.564898108348384,19.282782167210403,47.42862790148553,1
2024-10-04,Wheat,A,216.4592550359573,559,584,Sunny,19.795116596687627,15.436449597694025,43.200960552135584,68.42858736437728,1
2024-10-05,Wheat,C,181.9662467113016,513,859,Sunny,1.4453595734735392,28.884059009161447,22.554413119208114,28.619330908281107,1
2024-10-06,Wheat,B,194.45634795212777,1190,1033,Cloudy,11.502705751744223,23.919726933521066,47.58063789520314,37.19703281171341,1
2024-10-07,Wheat,A,172.9635386655201,838,491,Rainy,16.85287142115368,28.189959489943657,38.851234508509386,62.820763240590466,1
2024-10-08,Wheat,C,170.87353627701157,909,1162,Rainy,6.5372879721868244,30.349196052699,21.474587973731325,67.55478111678013,1
2024-10-09,Wheat,B,134.45737259165827,1198,793,Clear,3.6113085763429664,30.35907023287374,36.485423940705445,33.629149818812294,1
2024-10-10,Wheat,A,170.9501563999487,1326,1019,Rainy,13.447571301909917,29.965683194886704,45.426898453333095,53.53745574093524,1
2024-10-11,Wheat,A,252.4464812596964,1161,1235,Clear,16.88524590810277,19.478404737516726,15.358332062655684,76.87292946739896,1
2024-10-12,Wheat,B,122.34541122436772,530,638,Clear,11.571574956153752,22.333264732359716,30.785051767965122,99.71346516268105,1
2024-10-13,Wheat,C,283.539146443022,757,773,Rainy,9.168303224176292,33.936913721503586,37.15274752960578,54.96634818554482,1
2024-10-14,Wheat,C,290.01757095967525,733,867,Cloudy,14.34127366581868,18.038568813951535,42.46627934057707,96.85240826131304,1
2024-10-15,Wheat,B,191.54957121105832,721,992,Clear,13.172762648894192,30.029129517786764,21.17096118955186,61.25775123924092,1
2024-10-16,Wheat,B,234.33119526118392,1072,1082,Sunny,2.1667745802094096,30.101690154685485,19.689150089481664,55.12686595628276,1
2024-10-17,Wheat,A,165.69103679496718,1210,731,Clear,12.608020781236666,21.790098330151757,20.415739927362374,37.52628268010139,1
2024-10-18,Wheat,A,263.1188053098653,1383,423,Rainy,3.9919363029822774,26.362287000312854,32.32054942196396,39.33336515158591,1
2024-10-19,Wheat,A,197.2710473282528,961,770,Clear,6.535690519171187,15.47658988897188,38.357554055565956,63.45175448125858,1
2024-10-20,Wheat,A,229.7175527429979,560,534,Rainy,14.473915440468339,32.91228390972546,36.572090305777685,55.07459893271695,1
2024-10-21,Wheat,A,260.91142535302015,688,681,Rainy,11.15148201853592,15.059669469036855,26.936836163158034,26.79383008066358,1
2024-10-22,Wheat,B,254.57328080514822,714,861,Rainy,13.675726039281255,22.632085156549763,32.44021788633323,63.273647906371295,1
2024-10-23,Wheat,A,292.26902483968377,612,1282,Cloudy,1.451797708090219,16.70718143106272,13.054874167787167,43.25249903411795,1
2024-10-24,Wheat,A,154.8477602729632,588,891,Sunny,7.482964391593072,34.81132590324416,20.34486814627369,98.27709592868707,1
2024-10-25,Wheat,C,223.2128365438886,1364,661,Cloudy,0.33140761207813174,24.70857469652115,42.19307622242569,67.89503598101379,1
2024-10-26,Wheat,C,129.32205807906783,1237,1392,Cloudy,19.75802583529093,24.65304004273862,10.35852401689581,52.10687364976685,1
2024-10-27,Wheat,A,248.08162891180825,734,1295,Cloudy,12.233680226334027,29.398920399392832,32.111853803618445,40.59707379651809,1
2024-10-28,Wheat,A,246.6201837143468,823,671,Cloudy,15.763039469059967,32.01987447227185,13.97209956015827,59.4819576660883,1
2024-10-29,Wheat,C,294.92852602336245,1392,695,Clear,18.73791057154781,28.738206768195706,10.154077411630023,69.6322445650614,1
2024-10-30,Wheat,B,259.4615286722915,909,1396,Cloudy,17.641030991377878,27.794914244798264,14.988047976865545,84.79752109885506,1
2024-10-31,Wheat,A,267.5322104202587,534,1036,Sunny,13.634990211390438,16.67505959661177,48.83669695414353,78.91224653684512,1
2024-11-01,Wheat,C,179.44849788402428,772,781,Cloudy,12.094757096531998,34.43272269281728,46.90414476243089,70.40879424061163,1
2024-11-02,Wheat,B,102.28438868773692,1271,1259,Sunny,19.827745590383007,18.942240814708473,25.507813023067328,96.7199082420292,1
2024-11-03,Wheat,A,166.48701726379505,1094,752,Clear,18.424911263535247,32.440159476848436,32.77075735388477,56.90013424462052,1
2024-11-04,Wheat,C,121.86081099777454,556,803,Rainy,2.368141031714135,30.44188587118608,45.77367484032369,96.34139265429536,1
2024-11-05,Wheat,C,275.6091293403608,1405,1276,Rainy,13.60801453390611,32.71297224776055,48.9909853734597,64.40688112532027,1
2024-11-06,Wheat,B,210.06880572203602,934,1340,Sunny,5.821553535578503,31.402036378574127,12.499925327890807,21.45728874599544,1
2024-11-07,Wheat,B,129.34303721009138,1211,1146,Sunny,11.692176825562,15.211259526071526,49.139556909429054,51.92197134695223,1
2024-11-08,Wheat,C,298.534476373964,691,407,Rainy,5.843316156583562,25.18088191938218,30.293102609343826,92.90862827697828,1
2024-11-09,Wheat,A,132.291691152752,593,1282,Rainy,0.2010387660163815,26.65837297767222,27.35141584568813,93.38604782731147,1
2024-11-10,Wheat,B,270.8672507622846,1009,1015,Sunny,9.930020929630608,31.512860964863584,47.67830064365996,37.038741364526366,1
2024-11-11,Wheat,B,197.9923737319262,1296,949,Sunny,6.982878076967081,23.948667575310655,13.562257731438097,84.694889693336,1
2024-11-12,Wheat,A,273.0465276971265,1212,1265,Sunny,8.674609845103268,24.150475071718155,35.781906939245786,76.86651377056715,1
2024-11-13,Wheat,A,165.81065025159074,1339,1125,Cloudy,7.185584893868889,29.812943897662237,14.051712286899004,49.54548641789188,1
2024-11-14,Wheat,C,249.86789678795344,1474,534,Clear,19.47901313838678,29.794278110747776,17.91174524005655,84.32527980354631,1
2024-11-15,Wheat,B,160.93599441931963,673,989,Cloudy,3.967395531837117,34.54426318308524,40.904680160683775,63.15711858640674,1
2024-11-16,Wheat,C,165.03902699852358,844,1132,Rainy,12.318914569400194,29.679493388823218,45.468357815578784,73.9977901807578,1
2024-11-17,Wheat,B,266.00019692994516,718,656,Rainy,3.4861978385758197,29.35274678963804,15.212789133272086,72.45136331259611,1
2024-11-18,Wheat,B,297.46614008588875,797,1292,Cloudy,8.019104080930362,16.167413028845537,42.68130070224899,50.63973939679008,1
2024-11-19,Wheat,A,272.6299274781152,868,932,Sunny,6.468622601060625,28.070146329521506,25.388764975579477,58.275085925698804,1
2024-11-20,Wheat,A,134.2938941644371,507,1226,Sunny,12.520640843696757,26.859503218943807,20.891252241142727,83.9566878200101,1
2024-11-21,Wheat,A,168.21323236747224,1497,633,Clear,3.097742750781387,28.826717364544095,35.345425728451204,92.08863050194951,1
2024-11-22,Wheat,C,156.30105635450045,831,525,Clear,9.22851553309805,21.360903725015728,15.271586310597819,38.906128541128105,1
2024-11-23,Wheat,A,288.4137909868772,1008,852,Rainy,4.155566228795156,30.342155230405677,42.108082171418225,63.99831060420135,1
2024-11-24,Wheat,A,282.6610089772088,738,1110,Cloudy,13.743273984737058,20.11378550739359,41.72267378770511,58.03309180460643,1
2024-11-25,Wheat,B,119.95188420205454,1267,673,Clear,14.852010520923262,26.58091388166524,10.873928539157202,45.4571307942189,1
2024-11-26,Wheat,C,177.99122160960178,512,1390,Clear,7.412099068703446,16.569952259092066,29.605513981939424,66.44643494460065,1
2024-11-27,Wheat,A,280.2843668480501,525,719,Sunny,7.11467895667417,15.881569545219172,44.00126163759709,68.47468036394122,1
2024-11-28,Wheat,C,145.19130975371354,928,895,Clear,8.999653834182475,19.4055935995695,33.59471768549862,34.66556703262471,1
2024-11-29,Wheat,B,186.57353276486293,767,661,Rainy,8.068891858587165,15.3500632381784,24.09257209197627,31.045553631381814,1
2024-11-30,Wheat,B,135.613771919415,728,496,Cloudy,17.342007989360432,29.631238868779267,23.647764469747653,32.33109964704852,1
2024-12-01,Wheat,A,236.2206484384778,915,475,Rainy,15.83486912596628,19.933550530059097,42.853990515907206,98.00537007441054,0
2024-12-02,Wheat,B,245.9741306910201,1184,500,Rainy,1.169246680127094,20.23430692099479,26.144893015860404,82.11035338778814,0
2024-12-03,Wheat,C,189.26011277452042,900,548,Sunny,8.689693044208305,33.109219968997515,43.53678902359229,69.59709881286143,0
2024-12-04,Wheat,A,183.64631584616976,769,555,Sunny,1.7493559767670552,24.010639730859108,48.07735330999943,27.253576593413626,0
2024-12-05,Wheat,B,212.4248705855372,1262,1093,Rainy,15.881469790465314,31.721265955386386,14.360027903301948,40.44755646364074,0
2024-12-06,Wheat,C,103.35143880403388,828,674,Cloudy,13.02427904857171,28.353207703044042,28.424005401927992,91.28795901624156,0
2024-12-07,Wheat,C,163.4312477640708,1220,1100,Sunny,6.7113212167614495,22.819219321889506,21.314218909326158,75.10960663981663,0
2024-12-08,Wheat,C,162.75624426163228,827,932,Sunny,4.674278901465769,15.875007615796143,47.453781943284255,43.958156869265565,0
2024-12-09,Wheat,C,264.6330731900618,960,1383,Clear,10.69415318598855,30.612940485540268,37.42652993139022,89.41461753504383,0
2024-12-10,Wheat,B,280.28316901177385,1093,435,Sunny,18.198416246660877,34.61949355493482,16.414639582146286,32.10894381670091,0
2024-12-11,Wheat,A,183.01876670535523,694,508,Cloudy,8.797189125105344,23.09263423301807,27.00911932574066,31.498881219533892,0
2024-12-12,Wheat,B,285.7883296958717,1157,805,Sunny,6.925234528403013,33.40006365733363,15.783013892686576,32.69540853168975,0
2024-12-13,Wheat,C,294.7919420979754,1020,1125,Rainy,19.2062587302945,31.039447489619032,25.691667942753114,68.94344705661547,0
2024-12-14,Wheat,C,210.08357651909392,1028,1350,Clear,12.376934531269487,33.772393161253184,16.55668611973443,69.01876043088784,0
2024-12-15,Wheat,A,130.94073922601143,1138,1317,Clear,15.89843244780326,17.627250963351816,49.416836451600766,91.76580272148905,0
2024-12-16,Wheat,A,196.45455451587827,616,1321,Sunny,16.359603949308678,19.8621475067686,16.499084478549115,87.3527804651867,0
2024-12-17,Wheat,C,218.80235082929966,529,733,Rainy,15.539135582545791,32.90313276734256,47.49421248418894,94.057689504708,0
2024-12-18,Wheat,A,135.2372342202732,716,470,Sunny,5.3769551118691865,32.25645621531334,14.62198993540718,85.87063967364818,0
2024-12-19,Wheat,C,146.95791944997035,571,1184,Cloudy,19.19254942808253,19.6158531816859,13.578834738070519,53.040131424867766,0
2024-12-20,Wheat,C,113.21488328863948,525,986,Cloudy,14.370722977432713,28.993891374372076,23.373359364259407,70.57728047354345,0
2024-12-21,Wheat,C,224.96421033514395,582,1220,Sunny,10.315107136675604,20.666071332504973,23.36305553605576,74.37613660099078,0
2024-12-22,Wheat,C,124.03228029167077,1004,753,Sunny,11.254942755911234,27.024238872975733,22.813816318903243,27.740589497286,0
2024-12-23,Wheat,A,278.9282242597941,716,1026,Clear,19.463409640848482,30.413086200699578,12.135174286761178,80.07818489327268,0
2024-12-24,Wheat,A,296.3091651694282,1469,404,Sunny,12.753716757488586,19.696624542515785,20.962326133163334,40.40877168148087,0
2024-12-25,Wheat,A,168.9544495989,1342,688,Sunny,4.901276559629231,33.3009715797257,28.007705099774675,85.34631102419097,0
2024-12-26,Wheat,C,211.91524487972094,1154,940,Sunny,9.770615262650802,30.572442296345447,40.535824042685626,57.193965060506365,0
2024-12-27,Wheat,C,183.90944920415188,1011,1397,Clear,18.89961086725719,32.92016847018439,29.34766141123156,21.679604367771628,0
2024-12-28,Wheat,B,280.6120093446484,1266,950,Rainy,3.20863687341441,23.497716442401824,43.98995433697329,56.32569384219916,0
2024-12-29,Wheat,B,187.97068771172866,555,1118,Rainy,8.412165974884703,20.434025227651468,27.042739797794543,94.06245493710762,0
2024-12-30,Wheat,A,193.67789355046716,1474,996,Sunny,0.7018278101962006,22.047884890519725,43.07625058212954,90.61737033237127,0
2024-01-01,Rice,A,234.6924186680195,1431,1037,Cloudy,17.055854210074116,22.15334970047065,13.222221042243376,23.95390120781417,0
2024-01-02,Rice,B,142.30839620202644,540,799,Rainy,18.834362011091876,34.20758910776028,39.31363280715529,89.28218887789595,0
2024-01-03,Rice,A,231.0418117570829,782,613,Cloudy,18.574652932280898,34.802115796857436,20.84842076712348,85.25460012607434,0
2024-01-04,Rice,B,252.38403088748694,919,507,Sunny,6.8161906843325575,28.51989146077019,41.324025462147745,53.96285905657705,0
2024-01-05,Rice,B,249.33924454621095,1475,745,Clear,7.870580490749568,25.602328362944284,20.77803986843128,72.18640565262162,0
2024-01-06,Rice,B,174.61336816597367,1391,890,Sunny,13.23095250530101,23.191679328403353,37.4032204412899,88.37688353363147,0
2024-01-07,Rice,B,298.9330395704925,1070,1079,Clear,16.467415135945842,19.48148462341209,30.087176468359296,59.95462972311004,0
2024-01-08,Rice,A,138.59262571308568,1155,1130,Sunny,9.11879624844996,23.359143130168597,44.468234979127445,46.53937719288342,0
2024-01-09,Rice,A,190.21432669337344,713,1134,Clear,19.035079998591936,22.352897782013635,48.80261648750621,70.15458699862705,0
2024-01-10,Rice,A,241.43424947781315,1281,487,Clear,0.11623585250531754,22.641526593267272,32.94990540022338,22.30486581382025,0
2024-01-11,Rice,B,141.12513313021532,772,558,Rainy,6.193177826450693,17.117319918375202,20.046653828207816,33.47458296485958,0
2024-01-12,Rice,C,229.04671922298797,1133,1347,Sunny,11.371023258296301,17.20190503907824,13.19860939068992,29.216827455592338,0
2024-01-13,Rice,C,186.08960634338717,1014,1350,Sunny,5.934785272032263,28.77920160275379,28.052253577738647,78.53414226781258,0
2024-01-14,Rice,C,107.47718841330767,943,1072,Sunny,6.633056593650215,29.091111122014617,15.690232167937443,88.9369309789924,0
2024-01-15,Rice,A,215.0907372130187,1011,1165,Cloudy,17.676892368194125,19.322670462349336,37.894443994236326,22.98664901953309,0
2024-01-16,Rice,A,279.9725221246398,631,998,Sunny,14.171759666167585,27.071977460202014,11.210495928228594,81.49017978348746,0
2024-01-17,Rice,A,263.86755360429595,1180,930,Clear,13.740773318340434,33.291839176197044,17.514559408176538,27.106593480239304,0
2024-01-18,Rice,A,202.2417114977539,1056,1009,Sunny,13.76353663416921,26.25135017701796,28.88317954352771,38.225459647947986,0
2024-01-19,Rice,B,131.19264112949972,1301,748,Cloudy,9.197941764477473,15.10571827365984,44.94368399600783,37.87620517315802,0
2024-01-20,Rice,C,137.28342728466777,996,581,Sunny,19.494315605164555,15.161440274292382,26.688749085193347,56.763482237785155,0
2024-01-21,Rice,B,194.8864135215361,1432,602,Cloudy,2.794069468140581,24.95021657372596,37.161894946658414,54.95025690719801,0
2024-01-22,Rice,A,200.559035048759,1446,1065,Clear,14.819641769935902,24.819700350256966,28.169715274167388,45.163222726190554,0
2024-01-23,Rice,A,272.45115619864157,867,457,Rainy,13.630925330339753,21.085717695515385,41.87412919968749,82.7001372137134,0
2024-01-24,Rice,A,156.51155136688183,776,1100,Cloudy,1.831870445672974,17.314707941366088,38.96358283055784,75.55122658150226,0
2024-01-25,Rice,C,222.39283103408013,1075,1089,Rainy,19.308940858816037,20.755818204490573,20.491031022712693,65.19514843366139,0
2024-01-26,Rice,A,157.6437231707032,968,1023,Rainy,18.475565145390053,27.35180876274594,44.79749178706956,37.36986997308732,0
2024-01-27,Rice,B,298.58277488563584,1290,510,Cloudy,0.08005658314252706,27.73470886054598,15.267447402307418,93.47062665028508,0
2024-01-28,Rice,A,229.42682117823296,1315,1270,Clear,4.05108696582902,19.90938958575655,45.47407790567045,97.33558528723472,0
2024-01-29,Rice,A,101.49133128962691,531,834,Cloudy,8.930550548179212,33.873504914959895,42.8392532439186,99.50191046534853,0
2024-01-30,Rice,C,287.44227653605395,1277,836,Sunny,0.6599941625198058,16.004300398277323,13.49595457815775,81.9198308413414,0
2024-01-31,Rice,A,262.1590769239492,738,617,Cloudy,16.95569688588616,30.3729079926704,20.68304147816651,93.8377102785268,0
2024-02-01,Rice,A,276.38814214375213,1459,1007,Cloudy,15.398120240705902,26.022578012670746,47.62070546521878,83.29438802349314,0
2024-02-02,Rice,B,184.57220059269645,1278,849,Clear,7.481387820096788,28.928327139801393,43.29000397456978,35.244775961959135,0
2024-02-03,Rice,A,160.22320009692123,1086,1031,Clear,2.399179799430722,30.694830714167544,32.9481248012771,82.83677630822217,0
2024-02-04,Rice,C,140.77124328918558,708,553,Rainy,2.3393885366731215,27.422538085118102,22.23439709704342,85.83399844987017,0
2024-02-05,Rice,C,171.39876416766393,673,483,Cloudy,15.361350392553884,29.748868123539225,31.849892748196194,42.799366273981605,0
2024-02-06,Rice,B,249.18768870013895,730,1149,Sunny,5.293892135061249,26.83526579802817,10.451049101599255,54.99083981113713,0
2024-02-07,Rice,B,143.220171742177,1004,566,Cloudy,3.7968572858465155,22.649137938913228,20.195821913729198,50.70243123573601,0
2024-02-08,Rice,A,144.25768945059934,1043,670,Rainy,8.470021261292068,16.359754963425754,24.00542551659545,53.05868273336412,0
2024-02-09,Rice,A,164.00909406852105,820,628,Rainy,15.495483680490459,16.703827799043943,27.035441605912098,40.86453880615849,0
2024-02-10,Rice,A,253.5559508893902,1102,1269,Cloudy,3.9260038814326115,30.44875203866901,32.84694971406213,22.825129423620545,0
2024-02-11,Rice,A,167.40757297773183,1178,1013,Sunny,7.01761653529557,18.72169675497687,21.687678753934307,25.90456425242717,0
2024-02-12,Rice,B,170.7346763761777,586,591,Rainy,9.66974610622912,17.83468124947624,44.87540469864072,84.03533423367448,0
2024-02-13,Rice,C,122.1871886513346,929,835,Sunny,14.315889723956621,25.38263347692752,31.217905215562748,90.85460804375958,0
2024-02-14,Rice,A,272.0673287112663,920,1215,Cloudy,10.24158813114493,32.222078546408596,41.6540235565777,91.56339224571518,0
2024-02-15,Rice,A,220.39225689777484,511,857,Clear,11.255359353294065,17.098770611150847,37.9802042422873,74.09027664103272,0
2024-02-16,Rice,C,239.80077741956137,779,974,Sunny,6.10366654142717,33.43778611600314,32.532987486162966,21.632770371701817,0
2024-02-17,Rice,C,229.84842677417706,844,869,Rainy,4.505599477212132,33.81849225950708,38.394176662464396,27.599472117102604,0
2024-02-18,Rice,A,145.59023045510867,511,890,Clear,12.052339582942063,29.12944638303444,38.36745958345324,82.75922571240329,0
2024-02-19,Rice,C,220.95198835580055,629,891,Clear,8.782074733299085,23.217400956272478,14.449499098793655,83.26036999473212,0
2024-02-20,Rice,A,197.9437706635301,1079,1194,Sunny,18.803481570911096,30.47890106452229,36.74389141982847,78.12690158134805,0
2024-02-21,Rice,C,107.70711478713957,932,834,Cloudy,9.924371384528767,20.930481290669682,12.32938340928837,46.53946934603938,0
2024-02-22,Rice,C,135.83205402459726,1132,1156,Clear,18.17137736770893,19.772455918578444,30.021392127521814,25.00163257496262,0
2024-02-23,Rice,A,118.19693991135394,1193,758,Sunny,13.53293553693099,32.42972570543134,27.8729615780612,85.04070391568465,0
2024-02-24,Rice,A,237.843770992133,1010,794,Sunny,17.10266547812518,16.575508781885972,47.206841718596735,86.03991253895853,0
2024-02-25,Rice,A,137.3493261799674,1074,1395,Rainy,13.645606287199021,26.073914189789644,27.321914156248603,53.53812968239844,0
